time	V(N004,N005)
1.539313324946822e-003	4.881716e+000
1.636969574946822e-003	5.227337e+000
1.832282074946822e-003	5.890835e+000
2.027594574946822e-003	6.514017e+000
2.222907074946822e-003	7.093197e+000
2.515875824946822e-003	7.872186e+000
2.808844574946822e-003	8.534643e+000
3.101813324946823e-003	9.072139e+000
3.394782074946823e-003	9.477886e+000
3.687750824946823e-003	9.746791e+000
3.980719574946823e-003	9.875497e+000
4.273688324946822e-003	9.862413e+000
4.566657074946821e-003	9.707735e+000
4.859625824946820e-003	9.413437e+000
5.152594574946819e-003	8.983268e+000
5.445563324946818e-003	8.422709e+000
5.738532074946817e-003	7.738950e+000
6.031500824946816e-003	6.940843e+000
6.324469574946815e-003	6.038911e+000
6.617438324946814e-003	5.045433e+000
6.910407074946813e-003	3.974817e+000
7.105719574946812e-003	3.226816e+000
7.301032074946812e-003	2.459380e+000
7.398688324946811e-003	2.071533e+000
7.496344574946811e-003	1.683688e+000
7.594000824946811e-003	1.299886e+000
7.691657074946810e-003	9.285939e-001
7.789313324946810e-003	5.799649e-001
7.840664642513708e-003	4.168753e-001
7.888012428319368e-003	2.929620e-001
7.942317548932220e-003	1.775839e-001
7.953877533480194e-003	1.579832e-001
7.972704963362484e-003	1.323426e-001
7.993493511583552e-003	1.080700e-001
8.012688049132515e-003	8.940801e-002
8.033421125545880e-003	7.288960e-002
8.056476630197994e-003	5.809098e-002
8.083604198548927e-003	4.453482e-002
8.116726684818540e-003	3.217217e-002
8.154243999452911e-003	2.218233e-002
8.195342402900209e-003	1.464803e-002
8.233376289540129e-003	9.936608e-003
8.272107838251698e-003	6.714940e-003
8.309633897498827e-003	4.616871e-003
8.348695635661443e-003	3.193200e-003
8.374953165647328e-003	2.673358e-003
8.392381951659145e-003	2.672434e-003
8.405839890061178e-003	3.040910e-003
8.417770611203567e-003	3.870666e-003
8.429457745044909e-003	5.528152e-003
8.442620508271296e-003	8.956194e-003
8.454524837458443e-003	1.445872e-002
8.467602100983756e-003	2.465516e-002
8.480821553847044e-003	4.130018e-002
8.496897316545715e-003	7.180452e-002
8.514877967755238e-003	1.183266e-001
8.533856086626244e-003	1.789871e-001
8.557545126638148e-003	2.645699e-001
8.589687869740969e-003	3.878784e-001
8.628929389077932e-003	5.429935e-001
8.684384682518821e-003	7.664627e-001
8.782040932518821e-003	1.165156e+000
8.879697182518820e-003	1.566669e+000
9.075009682518819e-003	2.369416e+000
9.367978432518818e-003	3.550674e+000
9.660947182518817e-003	4.683380e+000
9.953915932518816e-003	5.749659e+000
1.024688468251882e-002	6.734516e+000
1.053985343251881e-002	7.624799e+000
1.083282218251881e-002	8.408937e+000
1.112579093251881e-002	9.076889e+000
1.141875968251881e-002	9.620184e+000
1.171172843251881e-002	1.003197e+001
1.200469718251881e-002	1.030708e+001
1.229766593251881e-002	1.044205e+001
1.259063468251881e-002	1.043522e+001
1.288360343251881e-002	1.028667e+001
1.317657218251881e-002	9.998264e+000
1.346954093251880e-002	9.573647e+000
1.376250968251880e-002	9.018180e+000
1.405547843251880e-002	8.338918e+000
1.425079093251880e-002	7.821531e+000
1.444610343251880e-002	7.255933e+000
1.454375968251880e-002	6.956072e+000
1.464141593251880e-002	6.645420e+000
1.473907218251880e-002	6.324438e+000
1.483672843251880e-002	5.993612e+000
1.493438468251880e-002	5.653450e+000
1.503204093251880e-002	5.304487e+000
1.512969718251880e-002	4.947284e+000
1.522735343251880e-002	4.582438e+000
1.532500968251880e-002	4.210588e+000
1.542266593251880e-002	3.832427e+000
1.552032218251880e-002	3.448722e+000
1.561797843251880e-002	3.060348e+000
1.571563468251880e-002	2.668353e+000
1.581329093251880e-002	2.274071e+000
1.591094718251880e-002	1.879369e+000
1.600860343251880e-002	1.487336e+000
1.610625968251880e-002	1.103897e+000
1.620391593251881e-002	7.383892e-001
1.627503974677551e-002	4.944125e-001
1.632152043083573e-002	3.572311e-001
1.637097074771336e-002	2.363821e-001
1.639633807678526e-002	1.856023e-001
1.641277628897879e-002	1.586421e-001
1.643058311617394e-002	1.338300e-001
1.644947624283875e-002	1.114025e-001
1.646936524174306e-002	9.161794e-002
1.648971824717387e-002	7.494220e-002
1.651261607284517e-002	5.981961e-002
1.653920245884360e-002	4.609506e-002
1.657178200061508e-002	3.359140e-002
1.661378204374798e-002	2.213572e-002
1.665263543411595e-002	1.488517e-002
1.669213780159096e-002	9.962827e-003
1.672916247847976e-002	6.844297e-003
1.676806953854309e-002	4.647046e-003
1.680605363925103e-002	3.247499e-003
1.683366768398655e-002	2.706915e-003
1.685142232414159e-002	2.726138e-003
1.686497428060336e-002	3.137469e-003
1.687689977180418e-002	4.034281e-003
1.688860684717086e-002	5.808532e-003
1.690172137730740e-002	9.434998e-003
1.691369276646047e-002	1.527590e-002
1.692684740491127e-002	2.605093e-002
1.694028195823311e-002	4.372829e-002
1.695678386935755e-002	7.609451e-002
1.697466372006565e-002	1.233511e-001
1.699383831241906e-002	1.853459e-001
1.701895047435172e-002	2.763443e-001
1.705137985031951e-002	4.005189e-001
1.709191024374329e-002	5.600689e-001
1.715001653816321e-002	7.927951e-001
1.724767278816321e-002	1.188291e+000
1.734532903816322e-002	1.585731e+000
1.744298528816322e-002	1.982838e+000
1.754064153816322e-002	2.377651e+000
1.763829778816322e-002	2.768873e+000
1.773595403816322e-002	3.155519e+000
1.783361028816322e-002	3.536740e+000
1.793126653816322e-002	3.911787e+000
1.802892278816323e-002	4.279975e+000
1.812657903816323e-002	4.640672e+000
1.822423528816323e-002	4.993284e+000
1.832189153816323e-002	5.337251e+000
1.841954778816323e-002	5.672036e+000
1.851720403816323e-002	5.997130e+000
1.861486028816323e-002	6.312045e+000
1.871251653816324e-002	6.616316e+000
1.881017278816324e-002	6.909496e+000
1.900548528816324e-002	7.460899e+000
1.920079778816324e-002	7.963079e+000
1.949376653816325e-002	8.617879e+000
1.978673528816325e-002	9.147236e+000
2.007970403816325e-002	9.544468e+000
2.037267278816326e-002	9.804593e+000
2.066564153816326e-002	9.924362e+000
2.086095403816327e-002	9.925428e+000
2.115392278816327e-002	9.808863e+000
2.144689153816327e-002	9.551964e+000
2.173986028816328e-002	9.157996e+000
2.203282903816328e-002	8.631975e+000
2.232579778816329e-002	7.980627e+000
2.261876653816329e-002	7.212351e+000
2.291173528816329e-002	6.337207e+000
2.320470403816330e-002	5.366958e+000
2.349767278816330e-002	4.315330e+000
2.379064153816331e-002	3.198920e+000
2.398595403816331e-002	2.429532e+000
2.408361028816331e-002	2.041002e+000
2.418126653816331e-002	1.652775e+000
2.427892278816331e-002	1.269123e+000
2.437657903816332e-002	8.991439e-001
2.447423528816332e-002	5.530865e-001
2.452185088856055e-002	4.043580e-001
2.457186923024115e-002	2.771050e-001
2.462620679296133e-002	1.664114e-001
2.463944370943436e-002	1.452132e-001
2.465639201524470e-002	1.235981e-001
2.467733579145592e-002	1.007842e-001
2.469678789461370e-002	8.314365e-002
2.471835928742325e-002	6.722778e-002
2.474258675893189e-002	5.297825e-002
2.477169817191883e-002	3.986783e-002
2.480788598146547e-002	2.799651e-002
2.485033220332242e-002	1.827540e-002
2.488858355100895e-002	1.235207e-002
2.492758528040727e-002	8.316636e-003
2.496472276303274e-002	5.715996e-003
2.500372397012743e-002	3.917128e-003
2.504234418582144e-002	2.833933e-003
2.506332040561977e-002	2.643019e-003
2.507814574730641e-002	2.882957e-003
2.509037708676402e-002	3.526777e-003
2.510202546868897e-002	4.813135e-003
2.511380246942080e-002	7.261932e-003
2.512639643409780e-002	1.190293e-002
2.513860363386993e-002	1.962107e-002
2.515188696566254e-002	3.340614e-002
2.516629909795733e-002	5.685389e-002
2.518492929208310e-002	1.002535e-001
2.520426692596620e-002	1.580696e-001
2.522465698711483e-002	2.293499e-001
2.525712534584691e-002	3.521595e-001
2.529344986550703e-002	4.946222e-001
2.534351410426803e-002	6.954311e-001
2.543556860225534e-002	1.070053e+000
2.553322485225534e-002	1.470822e+000
2.572853735225534e-002	2.273394e+000
2.602150610225534e-002	3.456032e+000
2.631447485225535e-002	4.591232e+000
2.660744360225535e-002	5.660820e+000
2.690041235225536e-002	6.649661e+000
2.719338110225536e-002	7.544511e+000
2.748634985225536e-002	8.333718e+000
2.777931860225537e-002	9.007168e+000
2.807228735225537e-002	9.556315e+000
2.836525610225538e-002	9.974233e+000
2.865822485225538e-002	1.025567e+001
2.895119360225539e-002	1.039710e+001
2.924416235225539e-002	1.039676e+001
2.953713110225539e-002	1.025467e+001
2.983009985225540e-002	9.972605e+000
3.012306860225540e-002	9.554135e+000
3.041603735225541e-002	9.004545e+000
3.061134985225541e-002	8.568687e+000
3.070900610225541e-002	8.330818e+000
3.080666235225541e-002	8.080101e+000
3.090431860225541e-002	7.816897e+000
3.100197485225541e-002	7.541583e+000
3.109963110225542e-002	7.254562e+000
3.119728735225542e-002	6.956252e+000
3.129494360225542e-002	6.647091e+000
3.139259985225542e-002	6.327543e+000
3.149025610225542e-002	5.998087e+000
3.158791235225542e-002	5.659232e+000
3.168556860225542e-002	5.311508e+000
3.178322485225543e-002	4.955476e+000
3.188088110225543e-002	4.591729e+000
3.197853735225543e-002	4.220904e+000
3.207619360225543e-002	3.843688e+000
3.217384985225543e-002	3.460846e+000
3.227150610225543e-002	3.073247e+000
3.236916235225543e-002	2.681929e+000
3.246681860225543e-002	2.288208e+000
3.256447485225544e-002	1.893924e+000
3.266213110225544e-002	1.502094e+000
3.275978735225544e-002	1.118462e+000
3.285744360225544e-002	7.523803e-001
3.293108480300498e-002	4.989027e-001
3.297764034177319e-002	3.607172e-001
3.302675406915434e-002	2.400044e-001
3.305340133853185e-002	1.863289e-001
3.306973790233359e-002	1.593722e-001
3.308748841600753e-002	1.345354e-001
3.310634930123590e-002	1.120376e-001
3.312626083158742e-002	9.212443e-002
3.314655137192964e-002	7.540193e-002
3.316936181993575e-002	6.023753e-002
3.319579871843104e-002	4.648264e-002
3.322815088339051e-002	3.394464e-002
3.326976758345557e-002	2.246344e-002
3.330882948335848e-002	1.508024e-002
3.334825817527841e-002	1.009926e-002
3.338540026062576e-002	6.929591e-003
3.342419639941699e-002	4.707679e-003
3.346222981373721e-002	3.274083e-003
3.348888322376350e-002	2.715349e-003
3.350662439391938e-002	2.685606e-003
3.352032099519951e-002	3.029615e-003
3.353238648778260e-002	3.828704e-003
3.354412699082093e-002	5.389631e-003
3.355605111502744e-002	8.315206e-003
3.356855356307868e-002	1.369148e-002
3.358099188508520e-002	2.274972e-002
3.359455436863802e-002	3.875655e-002
3.360979546045669e-002	6.615615e-002
3.362800015888891e-002	1.114802e-001
3.364698098164784e-002	1.705216e-001
3.366935439814868e-002	2.500537e-001
3.370145043539686e-002	3.719278e-001
3.373988889063508e-002	5.225698e-001
3.379274619128785e-002	7.338103e-001
3.389040244128785e-002	1.128993e+000
3.398805869128786e-002	1.526595e+000
3.408571494128786e-002	1.924302e+000
3.418337119128786e-002	2.319999e+000
3.428102744128786e-002	2.712322e+000
3.437868369128786e-002	3.100259e+000
3.447633994128786e-002	3.482944e+000
3.457399619128786e-002	3.859610e+000
3.467165244128787e-002	4.229567e+000
3.476930869128787e-002	4.592173e+000
3.486696494128787e-002	4.946829e+000
3.496462119128787e-002	5.292966e+000
3.506227744128787e-002	5.630045e+000
3.515993369128787e-002	5.957552e+000
3.525758994128787e-002	6.274994e+000
3.535524619128787e-002	6.581900e+000
3.545290244128788e-002	6.877822e+000
3.555055869128788e-002	7.162325e+000
3.564821494128788e-002	7.435002e+000
3.574587119128788e-002	7.695459e+000
3.594118369128788e-002	8.178247e+000
3.613649619128789e-002	8.607945e+000
3.642946494128789e-002	9.147731e+000
3.672243369128789e-002	9.555870e+000
3.701540244128790e-002	9.827237e+000
3.730837119128790e-002	9.958443e+000
3.760133994128791e-002	9.947862e+000
3.789430869128791e-002	9.795655e+000
3.818727744128792e-002	9.503764e+000
3.848024619128792e-002	9.075897e+000
3.877321494128792e-002	8.517502e+000
3.906618369128793e-002	7.835726e+000
3.935915244128793e-002	7.039382e+000
3.965212119128794e-002	6.138939e+000
3.994508994128794e-002	5.146602e+000
4.023805869128794e-002	4.076645e+000
4.053102744128795e-002	2.946641e+000
4.072633994128795e-002	2.172074e+000
4.082399619128795e-002	1.782956e+000
4.092165244128795e-002	1.396750e+000
4.101930869128796e-002	1.020366e+000
4.111696494128796e-002	6.632226e-001
4.117700848504508e-002	4.638550e-001
4.122310058985608e-002	3.346025e-001
4.127942002566103e-002	2.050073e-001
4.129766576755277e-002	1.710860e-001
4.131415049058948e-002	1.462856e-001
4.133240275768858e-002	1.228031e-001
4.135292905212219e-002	1.004717e-001
4.137239740764562e-002	8.288807e-002
4.139402814038282e-002	6.698406e-002
4.141839599205794e-002	5.271423e-002
4.144763606228867e-002	3.962062e-002
4.148407291005708e-002	2.774835e-002
4.152633225433906e-002	1.814254e-002
4.156465240977542e-002	1.225562e-002
4.160355432913068e-002	8.259930e-003
4.164077711244484e-002	5.673066e-003
4.167971868926062e-002	3.893316e-003
4.171844470974698e-002	2.826840e-003
4.173933784090303e-002	2.655298e-003
4.175408068998565e-002	2.918541e-003
4.176625653305746e-002	3.594965e-003
4.177789288445388e-002	4.937351e-003
4.178968439740315e-002	7.484734e-003
4.180224687044550e-002	1.228058e-002
4.181449473767301e-002	2.027845e-002
4.182782762237801e-002	3.452873e-002
4.184240057832433e-002	5.886996e-002
4.186143259364749e-002	1.040514e-001
4.188043986988443e-002	1.615804e-001
4.190135045273376e-002	2.351532e-001
4.193352085305488e-002	3.571154e-001
4.197116659503427e-002	5.049163e-001
4.202137694044646e-002	7.064047e-001
4.211903319044646e-002	1.103908e+000
4.221668944044647e-002	1.504565e+000
4.241200194044647e-002	2.306319e+000
4.270497069044647e-002	3.486571e+000
4.299793944044648e-002	4.618384e+000
4.329090819044648e-002	5.683726e+000
4.358387694044649e-002	6.667553e+000
4.387684569044649e-002	7.556701e+000
4.416981444044649e-002	8.339600e+000
4.446278319044650e-002	9.006220e+000
4.475575194044650e-002	9.548101e+000
4.504872069044651e-002	9.958411e+000
4.534168944044651e-002	1.023200e+001
4.563465819044651e-002	1.036543e+001
4.592762694044652e-002	1.035705e+001
4.622059569044652e-002	1.020698e+001
4.651356444044653e-002	9.917095e+000
4.680653319044653e-002	9.491065e+000
4.700184569044653e-002	9.134000e+000
4.709950194044654e-002	8.934279e+000
4.719715819044654e-002	8.720802e+000
4.729481444044654e-002	8.493872e+000
4.739247069044654e-002	8.253814e+000
4.749012694044654e-002	8.000970e+000
4.758778319044654e-002	7.735704e+000
4.768543944044654e-002	7.458399e+000
4.778309569044655e-002	7.169458e+000
4.788075194044655e-002	6.869303e+000
4.797840819044655e-002	6.558380e+000
4.807606444044655e-002	6.237153e+000
4.817372069044655e-002	5.906109e+000
4.827137694044655e-002	5.565759e+000
4.836903319044655e-002	5.216641e+000
4.856434569044656e-002	4.494405e+000
4.875965819044656e-002	3.744419e+000
4.895497069044656e-002	2.972704e+000
4.915028319044656e-002	2.187455e+000
4.924793944044657e-002	1.793795e+000
4.934559569044657e-002	1.403615e+000
4.944325194044657e-002	1.023897e+000
4.954090819044657e-002	6.640428e-001
4.960042215323041e-002	4.650869e-001
4.964579710415325e-002	3.370693e-001
4.970238653074555e-002	2.060012e-001
4.972036592309944e-002	1.723300e-001
4.973678096811477e-002	1.474520e-001
4.975498365906537e-002	1.238393e-001
4.977545735265578e-002	1.013696e-001
4.979486569732091e-002	8.367738e-002
4.981642799767180e-002	6.766668e-002
4.984071255858510e-002	5.329421e-002
4.986984610109355e-002	4.009710e-002
4.990613719329573e-002	2.812672e-002
4.994849310298836e-002	1.837509e-002
4.998678134983364e-002	1.241573e-002
5.002573522507935e-002	8.363456e-003
5.006291349698198e-002	5.746290e-003
5.010188555747468e-002	3.940701e-003
5.014055908352656e-002	2.856046e-003
5.016150242829635e-002	2.673090e-003
5.017632861355421e-002	2.927721e-003
5.018857309592675e-002	3.596365e-003
5.020024827311759e-002	4.927337e-003
5.021206607347681e-002	7.456660e-003
5.022467243013413e-002	1.222950e-002
5.023694244915335e-002	2.018207e-002
5.025030550419086e-002	3.436536e-002
5.026489127569542e-002	5.856967e-002
5.028392520030170e-002	1.034999e-001
5.030301480346037e-002	1.609896e-001
5.032391264319111e-002	2.341856e-001
5.035617368465172e-002	3.559609e-001
5.039373256809222e-002	5.027394e-001
5.044404487764478e-002	7.035796e-001
5.054170112764479e-002	1.098643e+000
5.063935737764479e-002	1.496400e+000
5.083466987764479e-002	2.290792e+000
5.102998237764479e-002	3.072588e+000
5.122529487764480e-002	3.833901e+000
5.142060737764480e-002	4.568800e+000
5.151826362764480e-002	4.924752e+000
5.161591987764480e-002	5.272267e+000
5.171357612764480e-002	5.610803e+000
5.181123237764480e-002	5.939843e+000
5.190888862764480e-002	6.258890e+000
5.200654487764481e-002	6.567473e+000
5.210420112764481e-002	6.865136e+000
5.220185737764481e-002	7.151448e+000
5.229951362764481e-002	7.425994e+000
5.239716987764481e-002	7.688378e+000
5.249482612764481e-002	7.938228e+000
5.259248237764481e-002	8.175187e+000
5.269013862764482e-002	8.398919e+000
5.288545112764482e-002	8.805453e+000
5.308076362764482e-002	9.155545e+000
5.337373237764483e-002	9.570649e+000
5.366670112764483e-002	9.849200e+000
5.395966987764483e-002	9.987721e+000
5.425263862764484e-002	9.984493e+000
5.454560737764484e-002	9.839582e+000
5.483857612764485e-002	9.554836e+000
5.513154487764485e-002	9.133871e+000
5.542451362764485e-002	8.582043e+000
5.571748237764486e-002	7.906408e+000
5.601045112764486e-002	7.115690e+000
5.630341987764487e-002	6.220263e+000
5.659638862764487e-002	5.232220e+000
5.688935737764488e-002	4.165681e+000
5.718232612764488e-002	3.037893e+000
5.737763862764488e-002	2.263672e+000
5.747529487764488e-002	1.874059e+000
5.757295112764489e-002	1.486420e+000
5.767060737764489e-002	1.106531e+000
5.776826362764489e-002	7.437450e-001
5.784123884696453e-002	4.946898e-001
5.788749659831347e-002	3.584913e-001
5.793668034605746e-002	2.384719e-001
5.796322766859267e-002	1.853454e-001
5.797960900018289e-002	1.584847e-001
5.799740829406694e-002	1.337325e-001
5.801631163647617e-002	1.113288e-001
5.803628170091171e-002	9.149161e-002
5.805661169542795e-002	7.485539e-002
5.807946360554214e-002	5.977702e-002
5.810593884114512e-002	4.611000e-002
5.813833088399160e-002	3.365934e-002
5.817998367743332e-002	2.226537e-002
5.821902714243194e-002	1.494943e-002
5.825846031240761e-002	1.001135e-002
5.829559316960710e-002	6.869927e-003
5.833439837659717e-002	4.666850e-003
5.837242683737758e-002	3.246218e-003
5.839907267172725e-002	2.693146e-003
5.841674641680365e-002	2.664655e-003
5.843038797270032e-002	3.005326e-003
5.844241006923662e-002	3.795654e-003
5.845411769132717e-002	5.339921e-003
5.846600776462525e-002	8.234441e-003
5.847847960394018e-002	1.355755e-002
5.849087404279455e-002	2.252215e-002
5.850437840632325e-002	3.836447e-002
5.851951981475886e-002	6.548166e-002
5.853774018621877e-002	1.107815e-001
5.855666970012712e-002	1.696993e-001
5.857882361224401e-002	2.486418e-001
5.861085426379251e-002	3.707017e-001
5.864908294089269e-002	5.211679e-001
5.870150992675949e-002	7.317789e-001
5.879916617675949e-002	1.129431e+000
5.889682242675949e-002	1.530010e+000
5.909213492675949e-002	2.331025e+000
5.938510367675950e-002	3.509316e+000
5.967807242675950e-002	4.638374e+000
5.997104117675951e-002	5.700279e+000
6.026400992675951e-002	6.680059e+000
6.055697867675951e-002	7.564613e+000
6.084994742675952e-002	8.342434e+000
6.114291617675952e-002	9.003561e+000
6.143588492675953e-002	9.539606e+000
6.172885367675953e-002	9.943811e+000
6.202182242675954e-002	1.021110e+001
6.231479117675954e-002	1.033812e+001
6.260775992675953e-002	1.032331e+001
6.290072867675951e-002	1.016684e+001
6.319369742675950e-002	9.870703e+000
6.338900992675949e-002	9.597458e+000
6.358432242675947e-002	9.265299e+000
6.368197867675947e-002	9.077699e+000
6.377963492675946e-002	8.876100e+000
6.387729117675946e-002	8.660786e+000
6.397494742675945e-002	8.432065e+000
6.407260367675945e-002	8.190261e+000
6.417025992675944e-002	7.935723e+000
6.426791617675944e-002	7.668814e+000
6.436557242675943e-002	7.389924e+000
6.446322867675942e-002	7.099455e+000
6.465854117675941e-002	6.485513e+000
6.485385367675940e-002	5.830653e+000
6.504916617675939e-002	5.138904e+000
6.524447867675938e-002	4.414737e+000
6.543979117675937e-002	3.663244e+000
6.563510367675936e-002	2.890588e+000
6.583041617675935e-002	2.105326e+000
6.592807242675934e-002	1.712323e+000
6.602572867675934e-002	1.323780e+000
6.612338492675933e-002	9.479600e-001
6.622104117675932e-002	5.946025e-001
6.627178288375284e-002	4.307438e-001
6.631955555472899e-002	3.029931e-001
6.637437469521383e-002	1.839474e-001
6.638876058454044e-002	1.590127e-001
6.640556335174155e-002	1.355435e-001
6.642431019192584e-002	1.130697e-001
6.644439109036185e-002	9.282830e-002
6.646455963625933e-002	7.606265e-002
6.648724079265912e-002	6.084245e-002
6.651344670303341e-002	4.705238e-002
6.654547063196278e-002	3.446464e-002
6.658651691492225e-002	2.295130e-002
6.662589774757596e-002	1.536798e-002
6.666521137375832e-002	1.030135e-002
6.670253271396688e-002	7.055223e-003
6.674116115402387e-002	4.797608e-003
6.677927487690279e-002	3.329098e-003
6.680699780549472e-002	2.726316e-003
6.682514312586346e-002	2.680033e-003
6.683898012210934e-002	3.013194e-003
6.685107168679419e-002	3.795862e-003
6.686280176684431e-002	5.326867e-003
6.687470704902550e-002	8.200109e-003
6.688721513340645e-002	1.349670e-002
6.689962503734954e-002	2.240801e-002
6.691315280177651e-002	3.817135e-002
6.692829680142838e-002	6.513596e-002
6.694657889720243e-002	1.103674e-001
6.696554808269323e-002	1.691584e-001
6.698768212729522e-002	2.477323e-001
6.701976434020955e-002	3.695367e-001
6.705805682013798e-002	5.196590e-001
6.711046217917227e-002	7.292377e-001
6.720811842917226e-002	1.124799e+000
6.730577467917226e-002	1.522893e+000
6.750108717917225e-002	2.317618e+000
6.769639967917224e-002	3.099585e+000
6.789171217917223e-002	3.861002e+000
6.808702467917221e-002	4.595969e+000
6.828233717917220e-002	5.299487e+000
6.847764967917219e-002	5.967101e+000
6.867296217917218e-002	6.594765e+000
6.877061842917218e-002	6.892444e+000
6.886827467917217e-002	7.178771e+000
6.896593092917216e-002	7.453330e+000
6.906358717917216e-002	7.715730e+000
6.916124342917215e-002	7.965594e+000
6.925889967917215e-002	8.202567e+000
6.935655592917214e-002	8.426312e+000
6.945421217917214e-002	8.636514e+000
6.955186842917213e-002	8.832876e+000
6.964952467917213e-002	9.015122e+000
6.984483717917212e-002	9.336264e+000
7.013780592917210e-002	9.706387e+000
7.043077467917208e-002	9.938605e+000
7.072374342917207e-002	1.003002e+001
7.101671217917205e-002	9.979506e+000
7.130968092917203e-002	9.787723e+000
7.160264967917202e-002	9.457108e+000
7.189561842917200e-002	8.991860e+000
7.218858717917198e-002	8.397901e+000
7.248155592917197e-002	7.682846e+000
7.277452467917195e-002	6.855958e+000
7.306749342917193e-002	5.928165e+000
7.336046217917192e-002	4.912164e+000
7.365343092917190e-002	3.822881e+000
7.384874342917189e-002	3.064990e+000
7.404405592917188e-002	2.290378e+000
7.414171217917187e-002	1.900430e+000
7.423936842917187e-002	1.512241e+000
7.433702467917186e-002	1.131316e+000
7.443468092917185e-002	7.670307e-001
7.451180986641393e-002	5.020676e-001
7.455847541188450e-002	3.634011e-001
7.460736394607917e-002	2.431340e-001
7.463580201231847e-002	1.857870e-001
7.465199264118146e-002	1.590653e-001
7.466970215665485e-002	1.343532e-001
7.468857419151107e-002	1.118905e-001
7.470856098897671e-002	9.194130e-002
7.472883975030414e-002	7.526022e-002
7.475162430914779e-002	6.013960e-002
7.477798764470628e-002	4.643884e-002
7.481021365221903e-002	3.395128e-002
7.485158981588355e-002	2.252721e-002
7.489078571752530e-002	1.510665e-002
7.493016514815096e-002	1.012092e-002
7.496738348241586e-002	6.938994e-003
7.500610836790543e-002	4.715845e-003
7.504417414416152e-002	3.276587e-003
7.507133008799589e-002	2.701759e-003
7.508920643237377e-002	2.665102e-003
7.510292384910070e-002	3.000826e-003
7.511496548384132e-002	3.784239e-003
7.512667315510377e-002	5.316138e-003
7.513855908448350e-002	8.189201e-003
7.515103839025959e-002	1.348054e-002
7.516342525555653e-002	2.238595e-002
7.517692106138857e-002	3.813159e-002
7.519202913808439e-002	6.507480e-002
7.521028694191785e-002	1.103351e-001
7.522921894822324e-002	1.691488e-001
7.525128795493058e-002	2.477077e-001
7.528332253480592e-002	3.697102e-001
7.532151236708294e-002	5.199543e-001
7.537378130666765e-002	7.298418e-001
7.547143755666765e-002	1.127318e+000
7.556909380666764e-002	1.527702e+000
7.576440630666763e-002	2.328254e+000
7.605737505666761e-002	3.505627e+000
7.635034380666760e-002	4.633502e+000
7.664331255666758e-002	5.693967e+000
7.693628130666756e-002	6.672067e+000
7.722925005666755e-002	7.554722e+000
7.752221880666753e-002	8.330450e+000
7.781518755666751e-002	8.989315e+000
7.810815630666750e-002	9.522958e+000
7.840112505666748e-002	9.924653e+000
7.869409380666746e-002	1.018935e+001
7.898706255666745e-002	1.031375e+001
7.928003130666743e-002	1.029629e+001
7.957300005666741e-002	1.013720e+001
7.986596880666740e-002	9.838508e+000
8.006128130666738e-002	9.563605e+000
8.015893755666738e-002	9.403971e+000
8.025659380666737e-002	9.229841e+000
8.035425005666737e-002	9.041460e+000
8.045190630666736e-002	8.839096e+000
8.054956255666736e-002	8.623036e+000
8.064721880666735e-002	8.393586e+000
8.074487505666735e-002	8.151076e+000
8.094018755666733e-002	7.628281e+000
8.113550005666732e-002	7.057668e+000
